age,income,pincodeRisk,duplicatePan,nameMatch,occupationRisk,label
34,107654,0,0,1,0,0
19,124700,0,0,1,0,0
34,67759,1,0,1,0,0
55,95635,0,0,1,1,0
39,58457,0,0,1,0,0
62,94807,1,0,1,0,0
19,43977,0,0,1,0,0
42,141472,0,0,1,0,0
50,28488,0,0,1,0,0
45,117494,0,0,1,0,0
29,60166,0,1,1,0,1
62,85974,0,0,1,1,0
18,73694,0,1,1,0,1
18,96373,0,0,1,0,0
29,91353,1,0,1,0,0
42,144700,0,1,0,0,1
64,54058,0,1,1,0,1
60,46766,0,0,1,1,0
36,120970,0,0,1,0,0
45,96224,0,0,1,1,0
60,34333,0,0,1,1,0
39,106830,0,0,1,0,0
50,40365,0,0,0,0,0
59,50911,1,0,1,0,0
59,124685,0,0,1,0,0
28,31021,1,0,1,0,0
23,74631,0,0,1,0,0
40,81923,1,0,1,1,0
23,28104,0,0,1,0,0
42,52691,0,0,1,0,0
52,78643,0,1,1,1,1
36,81983,1,0,1,0,0
63,117595,0,0,1,1,0
64,48284,0,0,1,0,0
32,85689,0,0,0,0,0
58,62043,1,0,1,1,1
58,11538,0,0,1,0,0
20,47610,0,0,1,0,0
53,138312,1,0,1,1,0
28,15913,0,0,1,1,0
53,28239,1,0,1,0,0
65,140010,0,0,1,0,0
53,30850,1,0,1,0,0
28,112668,0,0,1,0,0
23,86207,1,0,1,0,0
55,33544,0,0,1,0,0
19,115814,0,0,1,0,0
45,71394,1,0,0,1,1
60,21565,0,0,0,0,0
50,47936,0,0,1,0,0
20,142049,0,0,1,0,0
46,52863,1,0,1,1,1
64,104699,1,0,0,0,1
18,64658,1,0,1,1,1
45,141149,0,0,1,1,0
61,26207,0,0,1,0,0
61,144133,0,0,1,1,0
36,50626,0,0,1,0,0
26,117133,1,0,1,0,0
24,84172,1,0,1,0,0
19,56446,0,0,1,0,0
64,96943,1,0,1,0,0
20,27105,1,0,1,1,1
45,106597,0,0,1,0,0
22,17269,0,0,1,0,0
18,67539,0,0,1,0,0
26,144575,0,1,1,0,0
65,22973,0,0,1,0,0
57,90320,0,0,1,0,0
59,106229,1,0,1,0,0
32,127490,0,0,1,1,0
28,27140,0,0,1,0,0
39,20658,1,0,1,0,0
36,119805,1,0,1,0,0
27,135010,0,0,1,0,0
43,41569,1,0,1,0,0
52,60019,0,0,1,0,0
37,92863,0,0,1,0,0
34,115966,0,0,1,1,0
41,51501,0,0,1,1,0
55,47956,0,0,1,0,0
58,80807,0,0,1,0,0
29,132111,1,0,1,0,0
65,8845,0,0,1,0,0
67,145112,1,0,1,1,0
52,56800,0,0,1,1,0
37,88616,0,0,1,0,0
32,44196,1,0,1,0,0
45,147385,0,0,1,1,0
22,93613,0,0,0,0,0
35,129226,1,0,1,1,0
66,14136,0,0,0,0,0
29,33774,0,0,1,0,0
39,49750,0,0,0,1,1
24,94514,0,0,1,1,0
59,48862,1,0,1,0,0
34,55889,0,0,1,0,0
35,137133,0,0,1,0,0
57,49191,0,0,1,0,0
28,93323,1,0,1,1,0
38,130768,0,0,0,0,0
27,94620,0,0,1,1,0
19,43995,1,0,1,0,1
59,110153,1,0,1,0,0
52,106837,1,0,0,0,1
38,118630,0,0,1,1,0
26,32794,0,0,1,0,0
21,113086,0,0,0,1,1
24,131498,0,0,1,0,0
18,34510,1,0,1,0,1
44,15438,1,0,1,0,0
19,37223,0,0,1,0,0
57,134687,1,0,1,0,0
46,138320,1,0,1,0,0
28,59018,0,0,1,0,0
19,106261,0,0,1,0,0
41,45062,0,0,0,0,0
55,53444,0,0,1,0,0
60,75681,0,0,1,0,0
51,17357,1,0,1,0,0
25,25073,0,0,1,1,0
19,121177,0,0,1,0,0
39,49083,0,0,1,0,0
63,53932,0,0,1,0,0
68,59676,0,1,1,0,1
39,42692,0,0,1,0,0
21,28817,0,0,1,0,0
64,23834,1,1,1,0,1
58,47160,0,0,1,0,0
36,97416,0,1,1,0,0
42,58641,0,0,1,0,0
46,90336,0,0,1,0,0
21,145541,0,0,1,0,0
27,148569,0,0,1,0,0
64,109861,0,0,1,0,0
18,37513,0,0,1,0,0
23,104284,1,0,1,0,0
52,19004,1,0,1,0,0
25,62286,0,0,1,0,0
65,96442,0,0,1,0,0
61,137329,0,0,1,0,0
53,18421,0,1,1,1,1
67,111449,0,0,1,0,0
23,136365,0,0,1,0,0
43,134967,0,0,0,0,0
39,80659,0,0,1,0,0
42,107657,0,0,1,0,0
34,133443,0,0,0,0,0
53,104712,0,0,1,0,0
44,51750,1,0,1,1,1
36,101001,1,0,1,0,0
43,65733,0,0,1,0,0
35,94023,1,0,1,1,0
33,83095,0,0,1,1,0
36,44337,0,0,1,0,0
59,16869,0,0,1,0,0
39,140377,0,0,1,1,0
69,79731,1,0,1,0,0
33,25296,0,0,1,0,0
67,137597,1,1,1,0,1
39,116011,0,1,0,1,1
24,9051,0,0,1,0,0
57,40675,0,0,1,1,0
40,57283,0,0,1,1,0
24,79253,1,0,1,0,0
48,71220,1,0,1,0,0
68,115953,0,0,1,0,0
44,36449,0,0,1,0,0
59,43446,0,0,1,0,0
28,29250,0,0,1,0,0
64,143237,0,0,1,0,0
64,75806,0,0,1,0,0
68,68051,0,0,1,0,0
32,45071,0,0,1,0,0
42,95517,1,0,1,1,0
65,85056,0,0,1,0,0
58,135210,0,0,1,0,0
63,118293,1,0,1,0,0
43,38858,1,0,0,0,1
53,134334,0,0,1,0,0
51,22676,1,1,1,1,1
43,145358,1,0,0,0,1
36,141763,0,0,1,0,0
61,91477,0,0,1,0,0
54,44370,0,0,1,0,0
40,54934,0,1,1,0,1
64,94999,1,0,1,0,0
54,53051,0,0,1,1,0
43,88630,0,0,1,0,0
26,94741,1,0,1,1,0
33,42374,0,0,1,1,0
26,57918,0,0,1,0,0
21,55619,1,0,1,0,0
65,137263,0,0,1,1,0
20,19656,0,0,1,0,0
19,32241,0,0,1,0,0
57,64122,0,0,1,0,0
55,138169,0,0,1,0,0
62,82830,0,0,1,1,0
18,143489,0,0,1,0,0
70,123206,0,0,1,1,0
57,139553,0,0,1,1,0
47,21364,1,1,1,1,1
51,142517,0,0,1,0,0
68,119023,0,0,1,0,0
52,40783,0,0,1,0,0
50,32745,0,0,1,0,0
58,106705,0,0,1,0,0
44,40968,0,1,1,0,1
33,104869,0,0,1,0,0
66,148732,0,0,1,0,0
25,68964,1,1,1,0,1
40,11307,1,0,1,0,1
56,65001,1,0,1,1,1
46,50659,1,0,1,0,0
33,30295,1,0,1,0,0
69,125183,1,0,1,0,0
23,42786,0,0,1,0,0
48,95626,1,0,1,0,0
21,31320,1,0,1,0,0
22,120771,1,0,1,0,0
29,26014,1,0,1,1,1
41,112088,0,0,1,0,0
46,90246,1,1,1,0,1
55,39068,0,0,1,0,0
35,40848,0,0,1,1,0
18,149823,1,0,1,0,0
46,38024,0,0,1,0,0
53,106418,1,0,0,0,1
35,47129,0,0,1,0,0
65,147168,0,0,1,0,0
32,117270,0,0,1,0,0
39,70763,0,0,1,0,0
54,131781,0,0,1,0,0
52,59226,0,0,1,1,0
49,58854,0,0,1,1,0
56,86937,0,0,1,1,0
48,66211,0,0,1,0,0
46,76853,0,0,1,0,0
24,69948,0,0,1,0,0
38,126190,1,1,1,0,1
33,62527,1,0,1,0,0
42,99110,0,0,1,1,0
36,116513,0,0,1,0,0
28,35161,0,0,1,0,0
55,96442,1,0,0,1,1
68,90258,0,0,1,0,0
19,65530,0,0,1,1,1
69,42708,0,0,1,1,0
64,46648,0,0,1,0,0
65,74722,0,0,1,0,0
46,138242,0,0,1,0,0
64,85767,0,1,1,0,0
37,88109,0,0,1,1,0
57,125050,0,0,1,0,0
46,112361,1,0,1,0,0
47,24593,1,0,1,0,0
41,112661,1,0,1,0,0
22,141446,0,0,1,0,0
53,149459,1,0,1,0,0
54,21575,1,0,1,0,0
25,10074,0,0,1,0,0
45,78962,1,0,1,1,1
37,128445,0,0,1,0,0
50,36149,0,0,1,0,0
59,85282,0,0,1,1,0
68,77697,0,0,1,0,0
60,90072,1,0,1,0,0
66,113396,0,0,1,1,0
42,115442,0,0,1,0,0
54,115940,1,0,1,1,0
53,131179,1,0,1,0,0
31,49827,0,0,1,0,0
52,112688,1,1,1,0,1
25,14540,0,0,1,0,0
29,118275,0,0,1,0,0
34,14195,1,0,1,1,1
65,46898,0,1,1,0,1
52,96300,0,0,0,0,0
42,73636,0,0,1,0,0
23,49804,1,0,1,1,1
65,120560,0,0,1,0,0
50,110756,0,0,1,1,0
27,30775,0,0,1,1,0
29,31883,0,0,1,0,0
53,116774,0,0,0,0,0
26,61163,1,0,1,0,0
60,131773,0,0,1,1,0
45,27554,0,0,1,0,0
69,33816,0,0,1,1,0
51,12180,0,0,1,1,0
60,15919,0,0,1,0,0
48,63065,0,0,1,0,0
29,112207,0,0,1,0,0
62,65405,1,0,1,0,0
52,10681,0,0,1,0,0
30,72383,0,0,1,1,0
39,33634,1,0,1,0,0
58,35542,0,0,1,1,0
47,83978,0,0,1,1,0
53,115790,0,0,1,0,0
23,30765,1,0,1,0,0
30,33989,0,0,1,0,0
32,78429,0,0,1,1,0
22,76642,0,0,1,0,0
20,127124,1,1,1,1,1
54,116713,0,0,0,0,0
25,48348,0,0,1,0,0
53,142382,0,0,1,0,0
50,149406,0,0,1,0,0
25,127613,0,0,1,0,0
66,84977,0,0,1,0,0
41,89372,1,0,1,0,0
25,72765,0,0,1,1,0
55,149596,0,0,1,0,0
51,120882,1,0,1,0,0
37,56194,0,1,1,1,1
40,28723,0,0,1,1,0
62,13515,1,0,1,1,1
30,46078,0,1,1,0,1
69,109577,0,0,1,1,0
19,45529,0,0,1,0,0
36,94552,0,0,1,1,0
46,24210,0,0,1,1,0
18,106108,1,0,1,0,0
57,49799,0,0,1,0,0
31,48560,0,0,1,0,0
47,118165,0,1,1,0,0
62,62404,0,0,0,0,0
50,139383,1,0,1,0,0
21,44885,0,0,1,1,0
27,60878,0,0,1,0,0
39,48070,1,0,1,0,0
30,89835,0,0,1,0,0
48,84686,1,0,1,1,0
70,120305,0,1,1,0,0
51,13991,0,0,1,1,0
37,127045,0,0,1,0,0
37,24748,0,0,0,0,0
22,121247,0,0,1,0,0
31,86614,0,0,1,0,0
69,40866,1,0,1,0,0
32,118356,1,1,1,1,1
56,19791,0,1,1,1,1
26,10117,0,0,1,1,1
70,59884,0,1,1,0,1
55,42207,0,0,1,0,0
45,126965,1,0,1,0,0
38,69164,0,0,1,0,0
56,28228,0,0,1,0,0
62,85735,0,0,0,0,0
30,67355,0,0,1,0,0
22,18369,0,0,0,0,0
25,42739,1,0,1,0,0
28,92718,0,0,1,0,0
41,14786,0,0,1,0,0
29,48638,0,0,1,0,0
26,149675,0,0,1,1,0
43,11602,0,0,1,1,1
32,13372,1,0,1,1,1
41,126535,0,0,1,1,0
26,101048,0,0,1,0,0
68,98211,0,0,1,0,0
33,26152,0,0,1,1,0
56,139649,0,0,1,0,0
57,131014,0,0,1,0,0
41,9145,0,0,1,0,0
45,60549,0,0,1,0,0
54,21631,0,0,0,0,0
59,64948,1,0,1,1,1
44,25215,1,0,1,0,0
70,129117,0,0,1,0,0
18,24116,0,0,1,0,0
70,81806,0,0,0,0,0
38,83765,1,0,1,0,0
43,21010,0,1,1,1,1
35,24900,0,0,1,0,0
57,121416,1,0,1,0,0
45,121313,0,0,1,0,0
24,109589,0,0,0,0,0
20,137343,0,0,0,1,1
67,138033,0,0,1,1,0
56,84212,0,0,1,0,0
53,15491,0,0,1,0,0
69,98163,0,0,1,0,0
34,34608,0,0,1,0,0
40,31711,0,0,1,1,0
27,38065,1,0,1,0,0
69,54551,0,0,1,0,0
33,81614,0,0,1,0,0
18,127734,0,0,1,0,0
32,14621,0,0,1,0,0
42,149203,1,0,1,1,0
51,58483,0,0,1,1,0
24,114937,0,0,1,1,0
57,146119,0,0,1,1,0
29,35864,0,0,1,1,0
66,32365,0,0,0,1,1
60,16078,0,0,1,1,0
57,78036,0,0,1,0,0
31,131899,0,0,1,1,0
38,33198,1,0,1,0,0
43,133943,0,0,1,0,0
25,86816,0,0,1,0,0
49,128498,0,0,1,1,0
38,18784,1,0,1,0,0
57,23253,0,0,1,1,0
62,139560,1,0,1,0,0
32,68701,0,0,1,0,0
23,148842,0,0,0,0,0
40,54613,0,0,1,0,0
30,22148,0,0,1,0,0
57,32453,0,0,1,0,0
63,60753,0,0,1,0,0
55,14106,0,0,0,1,1
66,125235,0,0,1,1,0
42,47124,1,0,1,0,0
61,94442,1,0,0,0,1
25,111809,0,0,1,0,0
35,117269,0,0,1,1,0
39,91892,1,0,1,0,0
46,124638,0,0,1,0,0
34,71017,0,0,1,0,0
44,51946,0,1,1,0,1
20,108458,1,0,1,1,1
35,57692,0,0,1,0,0
67,25906,0,0,1,1,0
42,126002,0,0,1,0,0
60,134659,0,0,1,1,0
64,135544,0,0,1,1,0
52,68500,1,0,1,0,0
40,115690,1,0,1,0,0
66,139038,0,0,1,0,0
42,63073,0,0,1,0,0
68,30386,0,0,1,0,0
50,98081,0,0,1,0,0
33,27702,1,0,0,1,1
39,28784,0,0,1,0,0
62,64666,0,0,0,0,0
39,140519,0,0,1,1,0
66,75602,0,0,1,0,0
42,44286,0,0,1,1,0
44,116904,1,1,1,1,1
41,78160,1,0,1,1,1
33,68332,0,0,1,0,0
63,66514,0,0,1,0,0
59,118107,1,1,0,1,1
43,148588,0,0,1,0,0
50,117538,1,0,1,0,0
48,48291,0,0,1,1,0
46,116206,0,0,1,0,0
31,41315,1,0,1,0,0
56,73152,1,0,1,0,0
55,8583,0,0,1,0,0
65,83741,0,1,1,1,1
18,72607,0,1,1,0,1
28,67981,1,0,1,0,0
60,109717,1,0,1,0,0
32,70216,0,0,1,0,0
37,106426,1,0,1,0,0
30,116386,0,0,1,0,0
61,144376,0,0,1,0,0
29,112028,0,0,1,0,0
28,103621,1,0,1,0,0
22,122518,0,0,1,1,0
25,121964,1,0,1,1,0
40,9591,0,0,1,1,1
50,122138,0,0,0,0,0
56,31137,0,1,1,0,1
49,81600,0,0,1,1,0
49,82597,1,0,1,0,0
50,90372,1,1,1,0,1
67,19329,0,0,1,1,0
67,49973,0,0,1,0,0
26,135967,0,1,1,1,1
48,50884,0,0,1,0,0
27,49623,1,0,1,0,0
47,21856,0,0,1,0,0
66,76815,0,0,1,0,0
22,32009,0,0,1,0,0
59,51453,0,0,1,0,0
55,17138,1,0,1,0,0
47,60051,0,0,1,0,0
45,28584,1,0,1,0,0
33,143248,1,0,1,0,0
44,50454,0,0,1,0,0
35,110265,1,0,0,0,1
42,15617,0,0,1,0,0
40,125483,0,0,1,0,0
32,62323,0,0,1,0,0
45,21983,0,0,1,0,0
37,142727,0,0,0,0,0
21,57427,0,0,1,0,0
69,87325,0,0,1,0,0
60,64874,0,0,1,0,0
48,110456,0,0,1,0,0
56,72373,0,0,1,0,0
39,79918,0,0,1,1,0
54,123937,1,0,1,0,0
23,77970,0,0,1,1,0
67,30291,0,0,1,0,0
48,97861,0,0,1,0,0
62,83607,0,0,1,1,0
18,135832,1,0,1,1,1
24,49110,0,0,1,0,0
63,121939,1,0,1,0,0
66,42701,0,1,1,0,1
64,115005,1,0,1,0,0
35,104242,0,0,1,0,0
31,76963,0,0,1,0,0
53,101945,1,0,1,0,0
42,66051,0,0,1,0,0
24,116746,0,0,1,0,0
40,19376,1,0,1,1,1
43,76041,1,0,1,0,0
18,35768,0,0,1,0,0
62,34584,1,1,1,0,1
49,32458,0,0,1,0,0
27,20832,0,0,1,0,0
34,45135,1,0,1,0,0
66,110296,0,0,1,0,0
46,55121,0,0,1,1,0
58,130048,1,0,1,0,0
66,137496,0,0,1,0,0
41,57697,0,0,1,0,0
66,19982,0,0,1,0,0
46,62195,0,0,1,0,0
63,64490,1,0,0,1,1
63,67119,0,0,0,1,1
45,136814,0,0,1,1,0
47,107848,1,0,1,1,0
45,141162,0,0,1,0,0
65,28527,0,0,1,0,0
56,107555,0,0,1,0,0
70,132397,0,0,1,1,0
29,130510,0,1,1,0,0
19,120018,0,0,1,0,0
20,90693,1,0,1,0,0
28,14751,0,0,1,0,0
24,106237,0,0,1,0,0
19,141803,1,0,1,0,0
48,18102,0,0,1,1,0
62,60942,0,0,1,1,0
48,92163,0,0,1,1,0
60,69919,1,0,1,0,0
68,93789,1,0,1,0,0
54,46245,0,0,1,0,0
39,25590,0,0,1,0,0
23,76973,0,0,1,0,0
31,90976,1,0,1,0,0
66,46153,0,0,1,0,0
55,91800,0,0,1,0,0
47,21876,0,0,0,0,0
22,22996,0,0,1,1,0
59,55785,1,0,1,0,0
35,129673,0,0,1,1,0
41,149909,0,0,0,0,0
48,64819,0,0,1,0,0
38,134446,1,1,1,0,1
67,79456,0,0,1,0,0
23,116012,0,0,1,1,0
67,101708,0,0,1,0,0
65,87696,1,0,1,0,0
52,46502,1,0,1,0,0
58,71621,0,0,1,0,0
62,137249,0,0,1,0,0
32,28728,1,0,1,1,1
40,80850,0,0,1,0,0
30,53216,0,0,1,0,0
33,147604,0,0,1,1,0
36,111572,0,0,0,1,1
56,148783,0,1,1,0,0
41,81119,0,0,1,1,0
66,16200,0,0,1,0,0
32,71488,0,0,1,0,0
26,72870,0,0,1,0,0
65,113384,1,0,1,0,0
24,78703,1,0,1,0,0
68,72299,0,0,1,1,0
65,74288,1,0,1,0,0
46,58605,0,0,1,0,0
67,84533,0,0,0,0,0
49,25900,0,1,1,0,1
27,53304,0,0,1,0,0
46,142541,1,0,1,1,0
56,60740,1,0,0,1,1
35,101421,1,0,1,0,0
50,99468,1,0,1,1,0
35,106914,0,0,1,0,0
64,139888,1,0,1,0,0
43,89295,0,0,1,0,0
56,52608,1,0,1,1,1
30,116021,1,0,0,0,1
45,88352,1,0,1,0,0
64,108320,0,0,1,0,0
50,22184,1,0,1,0,0
65,41433,1,0,0,0,1
23,31480,0,0,1,1,0
48,35898,0,1,1,0,1
25,130038,0,0,1,0,0
26,68254,1,0,1,1,1
60,85085,1,0,1,0,0
70,116231,1,0,1,0,0
45,92937,0,0,1,0,0
30,71534,0,0,1,0,0
41,27065,0,0,1,0,0
41,46680,0,0,1,1,0
19,82164,0,1,1,0,1
29,14762,0,0,1,0,0
65,14616,0,0,1,0,0
28,123455,1,0,1,1,0
66,110996,0,0,1,1,0
41,103176,0,0,1,0,0
59,146493,1,1,1,0,1
45,118288,1,0,1,1,0
29,23749,1,0,1,0,0
62,140079,0,0,1,0,0
38,29466,0,0,1,0,0
22,52685,0,0,1,1,0
44,91854,1,0,1,0,0
33,61040,0,0,1,0,0
40,37108,0,0,1,1,0
34,43601,1,0,1,0,0
45,73908,0,0,1,1,0
49,71258,0,0,1,0,0
44,116680,1,0,1,1,0
54,119373,0,0,1,0,0
65,100480,1,0,1,1,0
60,25591,1,0,0,0,1
30,48711,0,0,1,1,0
64,30255,0,0,1,0,0
40,112930,1,0,1,1,0
30,124339,0,0,1,1,0
31,32777,0,0,0,0,0
31,36131,1,0,1,0,0
51,91933,0,0,1,0,0
46,137313,0,0,1,0,0
32,126648,0,0,0,0,0
32,75941,0,1,0,1,1
62,142020,0,0,0,0,0
39,104483,0,0,1,0,0
31,86133,1,0,1,0,0
59,66345,0,0,1,1,0
57,95949,0,0,1,1,0
45,124524,0,0,1,0,0
65,67761,0,0,1,0,0
33,41565,1,0,1,0,0
67,80911,1,0,1,1,0
30,112957,1,1,1,0,1
59,125841,1,0,1,1,0
50,140710,1,0,1,1,0
51,84599,0,0,1,1,0
44,145377,0,0,0,0,0
69,137909,1,0,0,0,1
50,34395,1,0,1,0,0
26,48561,0,0,1,1,0
25,90654,0,1,0,0,1
30,132419,1,0,1,0,0
53,148311,0,0,1,0,0
63,66027,0,0,1,1,0
42,9179,1,0,0,1,1
34,32648,0,0,1,1,0
48,97248,0,0,1,1,0
65,40426,1,0,1,1,1
48,126230,0,0,1,0,0
55,54572,1,0,1,1,1
49,135773,1,0,1,1,0
50,10076,0,0,1,0,0
52,134381,0,0,1,1,0
66,59701,0,0,1,1,0
38,24681,1,1,1,0,1
47,130896,0,0,0,0,0
58,106149,0,0,1,1,0
35,102355,0,0,1,0,0
66,94637,0,0,1,1,0
44,106998,0,0,1,1,0
50,79870,1,0,1,1,1
67,114540,0,0,1,1,0
69,93433,0,0,1,0,0
38,31739,1,0,1,0,0
54,48787,0,0,1,0,0
66,123846,1,0,1,0,0
41,108245,0,1,1,1,1
51,65915,0,0,1,0,0
44,147802,1,0,1,0,0
59,65795,0,0,0,0,0
56,110806,0,1,1,1,1
52,139941,0,0,1,0,0
57,58825,0,0,1,1,0
45,43434,1,0,1,1,1
68,46382,0,0,1,0,0
35,59821,1,0,1,0,0
67,104423,0,0,1,1,0
30,62913,0,1,1,0,1
34,20111,0,1,1,0,1
23,86909,1,0,1,0,0
31,124305,0,0,0,0,0
42,101757,0,0,1,1,0
34,112944,0,0,1,0,0
56,19930,1,1,1,1,1
23,38297,1,0,1,0,0
50,60791,0,0,1,1,0
56,74225,0,0,1,1,0
27,30299,0,1,1,0,1
31,133757,1,0,1,0,0
38,68984,0,0,1,0,0
66,69060,0,0,0,0,0
53,78783,1,0,1,1,1
46,77085,0,0,0,1,1
20,13897,0,0,1,1,1
46,26517,1,0,0,0,1
65,81150,1,0,1,0,0
51,19871,0,0,1,0,0
60,87432,0,0,1,0,0
62,79168,0,0,1,1,0
41,20106,0,0,1,1,0
31,133914,0,0,1,0,0
45,74534,0,0,1,0,0
47,45639,0,0,1,0,0
54,26104,0,1,0,0,1
29,35172,1,0,1,0,0
39,21786,0,0,1,1,0
66,136981,0,0,1,0,0
70,40468,0,0,1,0,0
47,99190,0,0,1,0,0
61,19780,0,0,1,1,0
44,47760,1,0,0,0,1
36,143076,0,0,1,1,0
18,20521,0,0,0,1,1
57,39552,1,0,1,0,0
46,29221,0,0,1,1,0
67,67838,0,0,1,0,0
30,146914,0,0,1,0,0
55,20307,0,0,0,1,1
58,43519,0,0,1,0,0
25,133310,0,0,1,0,0
68,118601,0,0,0,0,0
59,21580,1,0,1,0,0
62,48965,0,0,0,0,0
26,120998,0,0,1,0,0
35,85309,0,0,1,0,0
42,76071,0,0,1,1,0
38,125912,1,0,1,0,0
39,126752,0,1,1,0,0
38,90223,0,0,1,0,0
40,39621,0,0,1,1,0
59,78164,0,0,1,1,0
65,105854,0,0,1,0,0
68,85847,0,0,1,0,0
25,128618,1,0,1,0,0
67,17372,1,0,1,1,1
33,130993,1,0,1,0,0
37,29160,0,0,1,0,0
37,130747,0,0,0,1,1
56,80473,0,0,1,0,0
68,143927,0,0,1,0,0
36,124346,1,0,1,1,0
27,11152,1,0,1,0,1
59,57977,0,0,1,1,0
31,135919,0,0,1,0,0
28,109304,0,0,1,0,0
32,112059,0,0,1,0,0
38,25887,0,0,1,0,0
68,86235,0,0,1,0,0
